,상품명,리뷰,구매자 평점
40584,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",중국 라인 그냥 그렇다 그냥 음악 듣기 좋다 터치 씹히다 있다 가장 중요 하다 통화 상대 알다 들다 린다 고하다 조용 방 안 크다 말해 통화 가능 야외 사용 이상 떨어지다 사람 이야기 말해 야 하다 한쪽 손 잡다 입다 대다 말해 하다 배터리 오래가다 음악 음질 외부 소리 듣기 좋다 통화 하다 하다 불편,0
40586,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",오늘 받다 블루 투스 연결 너무 간단 쉽다 음질 만족 요귀 편하다 잘 쓰다 후기 보다 사다 잘 선택 하다 같다 추가 리뷰 자다 쓰다 있다 사다 최근 배터리 빨리 닳다 조금 오늘 블루 투스 끈 있다 다시 리 하다 연 견 되다 멀다 실제 블루 투스 안 되다 ㅠ 왜 이러다,1
40587,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",한 치명적 단점 구매 전 꼭 확인 부탁 치명적 단점 노트북 폰 오다 하다 쓰다 그런데 노트북 연결 해제 폰 연결 안 되다 정말 짜증 나다 그렇지 노트북 연결 폰 다시 연결 버튼 누르다 노트북 해제 되다 폰 연결 되다 꼭 확인 구매 부탁 드리다,0
40588,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",전화 통화 용이 음악 감상 비추다 귀 밀착 잘 되다 디자인 다 통 잘 되다 유튜브 시청 출력 약 하다 말 잘 알다 들리다 음악 감상 절대 비추다 이퀄 라이저 아무 조절 싸다 이어폰 못 하다 결론 가성 비다 안 좋다 그냥 저렴 살다,0
40590,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",사다 박스 이구 연결 하다 사용 보 꺼지다 다르다 반복 소리 끈 격 안,0
40591,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",비싸다 가격 제품 절대 뒤지다 통화 음질 좋다 만족 음악 듣다 좋다 이 가격 너무 저렴 잘 사다 구매 꼭 하다,1
40592,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",사자 마 자 택배 뜯다 사용 왼쪽 괜찮다 오른쪽 계속 지지직 거리 뜨거워지다 너무 뜨겁다 터지다 까 보다 겁나다 못쓰다 요통 하다 터치 그렇다 잘못 누르다 계속 꺼지다 ㅜㅜ 상대방 화나다 누르다 문제 하지만 이어폰 열나다 뜨다 울다 어떻하다 하다 하다 살다 댓글 처음 보내다 ㅠㅠ 박스 버리다 반품 못하다,0
40593,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",쓰레기 리뷰 조작 사다 말다 구매 후 일주일 안 한쪽 망가지다 리뷰 사다 리뷰 거의 조작 수준 ㅋㅋ 쭉 살펴보다 대부분 왼쪽 연결 안 되다 나오다 저 왼쪽 안되다 초기 화 어쩌다 저쩌다 일단 켜다 무엇 하다 말다 하다 아예 켜지다 싸다 비지떡 말 확실히 이해 되다 리뷰 꼼꼼히 보다 사다 야하다 베스트 리뷰 고정 되다 있다 모르다,0
40595,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",세 이어폰 구매 음질 품질 떠나다 일단 크다 이어폰 크다 케이스 크다 다 크다 이어폰 착용 귀 묵직 꽉 차다 이어폰 방향 돌다 가다 귀 맞다 착용 일부러 안정감 위하다 크다 귀 꽉 차 만들다 말다 없다 안정감 잘 모르다 꽉 차고 무겁다 부담 힘들다 오래 끼다 힘 들다,0
40596,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",좋다 아직 만족 귀 착용감 좋다 음질 좋다 블루 투스 연결 상태 빠르다 컴퓨터 연결 사용 베터 아직 확인 안 되다 잘 들어가다 귓구멍 작다 사용 좀 불편,1
40597,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",이 상품 추천 구매 사용 왼쪽 이어폰 알다 들리다 충전 충전 자체 안되다 충전 빨간 표시 뜨다 뜨다 고장 유선 이어폰 보통 잘 관리하다 쓰다 돈 버리다 알아보다 오래 쓰다 다른 회사 제품 권하다 쓰다 고장 아깝다,0
40598,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",터치 의외로 불편 무선 이어폰 입문 산 터치 방식 의외로 불편 터치 잘 먹다 ㅠㅠ 귓구멍 작다 편 콩나물 스타일 더 맞다 같다 설명서 터치 게임 모드 현재 게임 모드 확 하다 방법 없다 시간 정도 음악 듣다 끊기다 현상 있다 방 안 음악 들다 ㅠㅠ ㅠㅠ,0
40600,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",생각 좋다 가성 비다 좋다 강의 주로 듣다 매우 만족 음악 듣기 좀 부족 전체적 매우 좋다,1
40603,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",통화 연결 목소리 전달 잘 안되다 ㅡ ㅡ 가정 음질 괜찮다 지하철 야외 소리 자주 끊기다 현상 있다 전화 연결 통화 소리 웅웅거리다 알다 들리다 하다 가성 비다 좋다 평 보다 구매 품질 생각 좋다 많이 아쉽다 차라리 돈 더 주다 제품 다시 구매 참 난감,0
40604,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",펜톤 펜톤 버튼 구매 사용 가족 사다 달라다 구매 너무 만족 하다,1
40605,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",터치 계 다 터치 문제 장점 짝 터치 하다 잘 켜다 편하다 길다 하다 문제 귀 착용 빼다 살짝 조정하 터치 너무 잘 먹히다 꺼지다 다른 작동 되다 거나 짐 터치 스타일 알다 쓰다 그렇다 써보다 이 부분 장점 단점 음질 사실 막다 귀 그리 따지다 잘 모르다,0
40607,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",돈 보태다 좋다 은거 사세 실 착용 운동 때 착용 주말 오전 운동 노래다 듣다 오른쪽 자꾸 전기음 지지 직 심하다 고음 부분 계속 심하다 ㅋㅋ ㅋ 뽑다 기실 패인 하다 환불 되다 더 궁금 오른쪽 지지지지 지지지지 지지직 귀 고장 줄 앗다,0
40608,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",처음 쓰다 무선 블루 투스 이어폰 왜 무선 이어폰 좋다 하다 알다 끈 없다 활동 면 월등 하다 음질 좋다 디자인 깔끔,1
40609,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",음질 떨어지다 착용감 좋다 전 에쓰 불루 투스 이어폰 고무 없다 쏙 빠지다 귀 쏙 들어가다 대신 음질 좀 떨어지다 특히 베이스 꽝 케이스 이어폰 빼다 때 좀 불편 동시 케이스 빼다 블루 투스 연결 때 왼쪽 켜다 수동 간 누르다 켜다 때가다 디자인 이쁘다 음질 ㅠㅠ,1
40610,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",무선 이어폰 처음 써보다 후기 엄청 많이 읽다 구매 하다 ㅎㅎ 고수 분 많이 계시다 구 잘 있다 너무 편하다 신세계 ^^ 출퇴근 때 매일 사용 운동 때 쓰다 터 오래가다 자주 충전 하다 도 되다 좋다 디자인 예쁘다 막다 귀 음질 만족 사용법 간편 똥 손 어려움 없다 듯,1
40611,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",차라리 돈 더 주다 다른 삼다 통화 음질 음질 배터리 블루 투스 연결 디자인 터치 인식 느리다 답답 음성 전달 너무 안되다 이어폰 빼다 마이크 대다 말다 하다 터치 되다 통화 가 끊다 정도 노래다 안 틀다 연결 끊기다 처음 연결 끊다 길다 때 다수 그냥 돈 더 주다 좋다 이어폰 사다,0
40612,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",가격 대비 괜찮다 디자인 사진 과 똑같다 착용감 조금 알다 맞다 하지만 귀 빠지다 정도 사람 차이 있다 같다 음질 음악 듣다 때 조금 아쉽다 느낌 있다 전 음악 영화 영어 공부 하다 때 많이 사용 상관없다,1
40613,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",나다 돈 살다 솔직 후기 세 구매 다 좋다 먼저 구매 하다 두개 친구 강탈 당하 가격 대비 최고,1
40614,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",잘 사용 타사 이어폰 내구 안 좋다 블루 투스 자주 끊기다 메인 왼쪽 정상인 항상 듀얼 페어 링 잡다 쌍 연결로 하다 오른쪽 대부분 끊기다 증상 많다 펜톤 그렇지 내구 좋다 중저음 강하다 편 베이스 음악 좋아하다 고가 이어폰 가격 부담 되다 가성 비다 펜톤 사용 하다 추천 드리다,1
40615,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",가성 비다 갑 이어폰 가성 비다 갑 싸게 살다 블루 투스 이어폰 불편 어느 정도 있다 생각 사다 음질 정말 괜찮다 음악 듣기 정말 편하다 구조 같다 더불다 터치 방식 더욱 편하다 조작 가능 하다 구조 크기 약간 크다 일부 사용자 착용 불편 느끼다 개인적 매우 만족,1
40616,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",이것다 왜 베스트 고르다 골르다 젤 많이 사다 사다 처음 기기 접하다 때 디자인 무게 마음 듣다 그리다 계속 쓸다 때 좋다 오늘 지하철 타면 오래 사용 해보다 니일 귀 아프다 사람 많다 소리 끊기다 전 사용 하다 그리하다 상관 없다 젤 문제 왼쪽 이어폰 노이즈 심하다 찌이 이잉 소리 불량 인,0
40618,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",무선 이어폰 사다 음질 낫다 얼마 오래 알다 들다 귀 아프다 이어 팁 따로 구매 낫다 귀 딱 잘 맞다 충전 잔량 표시 확실 좋다 디자인 괜찮다 버튼 터치 간편 버튼 터치 간편 귀 아프다 만지다 다음 곡 넘다 더 써보다 더 적다,1
40619,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",가성 비 좋다 개구 자주 끊기다 통화 잘 알다 되다 사용 정말 제품 안 좋다 기본적 음악 동영상 듣다 때 너무 자주 끊기다 제일 짜증나다 통화 때 너무 자주 잘 끊기다 상대 방 알다 들리다 기본적 통화 안되다 이제 통화 때 블루 투스 무조건 끊다 통화,0
40620,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",블루 투스 필요 찾아보다 후기 좋다 구매 구매 사용 해보다 이제 후기 좌우 따로따로 사용 가능 점 정말 좋다 생활 방수 가능 한번 충전 장시간 가능 몇일 동안 충전 하다 되다 점 굿 통화 하다 때 노래 듣다 때 끊기다 없다 음질 깔끔 다방면 다 마음 들다 만족,1
40621,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",가성 비다 갑 그냥 정말 좋다 제품 사용 편리 음질 좋다 구 요귀 잘 맞다 빠지다 염려 없다 귀 부분 사이즈 보내다 본인 맞다 끼다 되다 어느 한쪽 연결 되다 정말 편하다 터치 식인 처음 자꾸 건드리다 불편 적응 되다 좋다 충전 금방 되다 또 오래 쓰다 좋다,1
40622,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",블랙 깔끔 좋다 신랑 운동 하다 때 필요 구입 음질 좋다 괜찮다 관리 잘하다 오래 쓸다 하다,1
40623,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",물품 하자 있다 왼쪽 문제없다 오른쪽 충전 너무 너무 안되다 혹시 한 시간 정도 충전 하다 같다 왼쪽 퍼센트 자다 되 때 오른쪽 아직 푸다 충전 케이스 배터리 칸 충전 밑 둑 깨지다 항아리 마냥 칸 줄다 아무 케이스 문제 같다 뽑다 기실 패다,0
40625,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",최악 딱 저렴 이유 사람 악평 하다 이유 있다 호평 한 사람 지금쯤 후회 끼 불편 반복 되다 로우 배터리 안내 솔 초 예민 터치 초인 초인 알다 없다 터치 베이스 알다 들리다 주변 소리 감지 거의 더 방해수 싱크 문제 깨지다 소리 오히려 말소리 잡음 못 알아듣다 빼다 부르다 요 럼,0
40626,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",무선 이어폰 뚜껑 부분 자주 분리 되다 베터 리 케이스 무선 이어폰 빼다 때 잘 알다 빠지다 힘 좀 빠지다 이 부분 반복 되다 쓰다 무선 이어폰 뚜껑 부분 분리 되다 먹통 되다 다 분리 되다 주문 처음 걍 돈 좀 들일 생각 들다 시작 이 부분 보완 되다 가성 비다 좋다 늘다,0
40627,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",가성 비다 좋다 디자인 뱉다 리 시간 모두 만족 이 상품 사용 흐 귀 염증 생기다 연고 바르다 치료 매일 한두 사용 귀 계속 가렵다 아쉽다 안 맞다 사용 안 하다 귀 안 간지럽다 다시 정상 돌아오다 에어 간 사용 바꾸다 귀 너무 깊숙히 들어가다 그렇다 안타깝다 참고 하다,1
40629,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",산지 달이다 안되다 오른쪽 뚜껑 벗기다 기판 나오다 불안 불안 기판 공중 뜨다 있다 일단 달 안되다 떨다 량 크다 빼다 빠지다 수 맡기다 대전 택배 보내다 택배비 쓰다 붙이다 받다 동안 사용 못하다 차라리 유선 사다 후회막심,0
40631,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",안사면 인생 절반 손해 처음 별로 기대다 안 하다 착용 하다 착용감 말다 없다 다른 타사 제품 다르다 가격 저렴 성능 말 없다 매일매일 운동 하다 땀 많다 항상 이어폰 고장 날다 까다 우려 하다 방수처 럼 되다 정말 가격 누리다 배 누리다 있다 행복 ㅎㅎ,0
40632,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",산지 달 안 오른쪽 알다 들리다 산지 달 안 왼쪽 들리다 맨날 들다 주말 서다 왼쪽 등록 오른쪽 등록 대기 계속 뜸 진짜 쓰다 쓰다 빡 치다 한쪽 알다 들리다 초기 글 하다 번갈다 안 나오다 하 진짜 물건 산 최악 지다 찌다,0
40633,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",신상품 최대 사용 시간 사다 낚이다 다 기본적 음량 음악 듣다 자전거 타다 다니다 그러나 불과 시간 밧데리 없다 꺼지다 ㅠ 지금 구애 후 사용 후기 남다 깁다 시간 사용 구매 하다 정말 알다 좋다 사용 시간 보다 다른 제품 구매 이 제품 비추다,0
40634,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",사다 말다 비추다 좋다 가성 비다 성능 안 좋다 점 무선 이어폰 자주 페어 링 오류 나다 자동 페어 링 중요 하다 일단 안되다 그런데 무슨 자신감 타사 제품 자주 페어 링 풀리다 페어 링 위하다 초기 하다 이 초기 방법 쉽다 빠르다 동시 누르다 엿 같다 포기 한쪽 듣다 살다,0
40636,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",좀 크다 길다 하다 좀 크다 눈 너무 확 띄다 긴하다 사용 전혀 불편 없다 사실 그냥 평이 좋다 사다 전혀 저렴 제품 생각 안 너무너무 좋다 만족 ㅎㅎ 사실 이런저런 기능 잘 사용 안 하다 모르다 음질 정도 만족 ㅎ,1
40637,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",리뷰 좋다 사다 어째서 좋다 다 받다 물건 상태 안 좋다 아주 속상하다 TV 보다 때다 블루 투스 연결 사다 소리 자꾸 끊기다 잠깐 좌우 한쪽 들리다 착용 귀도 아프다 아들 미 사용 사다 아끼다 후회 많다,1
40638,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",마음 들다 무선 이어폰 두 잃다 번들 이어폰 쓰다 줄다 꼬이다 대중교통 이용 불편 검색 구매 하다 출근 때 주문 퇴근 받다 음질 디자인 모두 만족 화이트 사다 품절 좀 아쉽다 노 이어 캔 기능 방수 기능 있다 정도 가격대 만족,1
40639,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",사세 자잘 오류 있다 두 교환 첫 통화 좌우 혼선 일어나다 두 야외 겁나다 끊기다 세 괜찮다 상품 오다 야외 약간 끊기다 하다 그렇다 때 걍 쿨 하다 한쪽 이어폰 케이스 넣다 한쪽 들다 절대 알다 끊다 깁다 그래도 정도 진짜 대박 상품,0
40640,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",왠 만해 리뷰 안남기 무선 이어폰 끝판 왕 왠 만해 너무 좋다 리뷰 안남 길수 없다 완전 무선 이어폰 레알 짱 너무 좋다 어쩌다 줄 몰르다 가 음질 거의 급 이런 블루 투스 무선 이어폰 구하다 힘들다 뽑다 잘 하다 같다 최고 굿,1
40641,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",내 귀 캔디 와우 왜 이제야 사다 이렇게 오래가다 ㅠㅠ 일하다 보통 시간가량 하다 이어폰 한쪽 버티다 끝 날 다른 바꾸다 끼다 출퇴근 시간 합치다 하루 종일 한쪽 듣다 충전 빠르다 디자인 팬 톤 다 예쁘다 나오다 특히 주변 소리 들리다 하다 때 끼다 너무 좋다 애플 낫다,1
40642,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",강추 하다 일단 음질 깨끗 선명 너무 좋다 전 블루 투스 음악 많이 듣다 충전 시간 짧다 재생 시간 긷다 완전 마음 들다 맨날 두세 재생 충전 반복 이제 알다 그리하다 되다 너무 하다 ㅎㅎ 작동 쉽다 연결 도 잘 되다 가성 비다 대박 저렴 잘 산 같다 빠르다 배송 너무 감사 합 잘 쓰다 ^^,1
40643,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",이 가격 성능 정말 가성 비 좋다 통화 잘 되다 음악 배터리 만족 문의 친절 답변 좋다,1
40644,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",장점 귀 쏙 들어가다 편안 또 노래다 끊기다 잘 들리다 그리고 디자인 마음 살짝 건드리다 노래 멈추다,1
40645,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",좋다 가격 대비 아주 좋다 원래 정도 끄다 쓰다 음질 거리 좋다,1
40646,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",정도 쓰다 구매 세탁 돌리다 때 같이 넣다 한쪽 고장 남가 성비 좋다 전화 사용 비추천 드림,0
40648,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",왠 만해 후기 잘 안 쓰다 너무 마음 가격 저렴 기대다 도안 하다 케이스 넣다 자동 연결 되다 고 처음 연결 때 쉽다 케이스 자체 고급 보이다 음질 좋다 매우 만족 하다 나다 돈 내 산후 많이 파다 잃어버리다 고장 나다 때 구매 흥해,1
40649,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",가성 비다 좋다 성능 메리트 있다 방수 되다 주변 소리 감지 적히다 있다 사다 도착 테스트 해보다 만족 아직 완벽히 테스트 안 하다 생활 방수 충분히 잘 되다 같다 다소 깔끔 잘 들리다 좋다 가성 비 좋다 잘 구매 하다 같다 그리고 스피디 꼼꼼 배송 되다,1
40650,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",퇴근 때 정도 집 걸어가다 심심 후기 보다 구매 요 좋다 같다 ㅎㅎ 아직 서툴다 하지만 잘 사용 ㅎㅎ,1
40651,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",너무 만족 ^^ 유선 이어폰 쓰다 가성 비다 좋다 제품 검색 좋다 보이다 구매 음질 만족 디자인 이쁘다 통화 품질 좋다 귀 딱 맞다 오래 끼다 아프다 충전 오래 쓸다 있다 좋다 운동 때 이어폰 자주 쓰다 핸드폰 옆 놔두다 자유롭다 움직 있다 너무 좋다,1
40652,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",기존 이어폰 쓰다 분실 다른 제품 구매 음질 뛰어나다 없다 가격 비하다 좋다 생각 극 강음 필요 비싸다 쓰다 가성 비다 좋다 잃어버리다 구매 의사 있다,1
40653,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",남편 자꾸 이어폰 잃어버리다 저렴 찾다 사다 통화 응질 조금 떨어지다 페어 링 아주 잘 되다 유튜브 듣기 너무 좋다 남편 음악 유튜브 주로 사용 너무 만족 가격 보여주다 잃어버리다 부담 없다 좋아하다 ^^ 보다 가성 비 최고 하다,1
40654,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",음질 좋다 착용감 좋다 강추 음질 좋다 착용감 편하다 좋다 음악 듣다 티비 소리 잘 들리다 신기 강추 하다,1
40657,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",제품 비교 때다 음 취향 그렇다 더 음질 좋다 느끼다 그리고 터치 민감 도 너무 심하다 서다 귀 조금 손 가다 다대 음악 일시 정지 되다 많이 불편 요 터치 꾹 하다 바깥 소 잘 들리다 데그 딱히 쓸모 없다 같다 느끼다 요 디자인 확실히 마음 들다,1
40659,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",좀 별로 페어 링 잘 끊어지다 우선 처음 쓰다 한 동안 좋다 후 페어 링 계속 끊어지다 분명 배터리 있다 갑자기 한쪽 안 들리다 때 있다 그렇게 불편 한 쓰다 다른 바꾸다 그리고 좀 오래 착용 귀 너무 아프다 귀 작다 이어폰 오래 끼다 분 별로 같다,0
40660,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",시간 귀 자꾸 빠지다 시간 넘다 귀 자꾸 빠지다 귀 들어가다 부분 조금 길다 하다 안 빠지다 잘 듣다 자꾸 신경 쓰이다 그리고 충전기 이어폰 빼다 때 미끄럽다 잘 안나 디자인 하다 때 직접 사용 해보면 느끼다 텬 아 불편 다른 쇠 제품 사다 야하다 고민중 ㅜㅜ,0
40661,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",선물 구매 써보다 좋다 지인 선물 제품 사용 후 좋다 지인 생일 선물 드릴 추가 주문,1
40662,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",가격 착하다 일단 빠르다 배송 평이 일단 좋다 바구니 넣다 다른 구경 해보다 결국 구매 요 것다 결정 빠르다 배송 실물 보다 마 자 너무 통통 맞다 까다 걱정 하다 딱 디자인 소리 잘 들리다 만족 ^^,1
40663,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",진짜 어지간 품평 안남기 음악 듣다 계속 끊기다 물론 왼쪽 오른쪽 페어 링 끊기다 다시 하다 하다 일주일 씩 통화 음질 안 좋다 사람 엄청 많다 요절 대다 추천 딱 이 가격 딱 정도 성능 생각 구매 유일하 장점 딱 있다 다면 오래가다 충전 빠르다,0
40664,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",저렴 잘 쓰다 잘 쓰다 이어폰 분실 급하다 새로 구입 가성 비다 이어폰 맞다 같다 디자인 유니크 하다 차별 같다 음질 보통 이상 수준 괜찮다 노이즈 기능 어떻하다 쓰다 모르다 ㅋ 그냥 쓸다 만 하다 요,1
40665,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",좋다 ㅎㅎ 삶 질 높다 느낌 ㅎㅎ 이어폰 무선 고집 아날로그 감성 풋 ㅋㅋ ㅋㅋ 가격 저렴 금방 망가지다 고민 달다 하다 하다 뻘 짓다 보다 마 자 사다 이런 신세계 있다 무 편하다 좋다 소리 예민 좋다 이 가격 맙소사,1
40666,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",기존 사용 잃어버리다 눈물 머금다 새로 사다 찾아보다 가격 아주 싸다 디자인 너무 심플 예쁘다 발견 구매 가격 비하다 성능 엄청 좋다 기대 안 하다 소리 잘 들리다 귀 잘 빠지지 끼다 있다 주변 소리 그렇게 잘 알다 들리다 너무 마음 들다 잘 구매 하다 같다,1
40667,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",유선 쓰다 무선 이어폰 알아보다 가성 비다 좋다 저렴 제품 찾다 후기 꼼꼼히 읽다 구입 받자 마 자 느끼다 점 디자인 너무 예쁘다 화면 보다 실물 마음 에드 마감 부분 잘 처리 되다 있다 가격 남다 있다 궁금 ㅎㅎ 조작법 엄청 쉽다 기계 저 쉽다 이용 ㅎㅎ 만족도 높다 ㅎㅎ,1
40669,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",이어폰 상품 받자 마 자 뜯다 경 와우 이쁘다 제품 아주 앙증맞다 소량 작다 테스트 해보다 음질 짱짱 블랙 구매 나머지 기능 차츰 시험 해보다 어떻다 펜 이어폰 처음 구매 하다 꾸준히 갖다 고당 쓸다 예정 대박 나시 많이 파다,1
40670,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",음 좀 부족 하다 같다 음질 좋다 이어폰 충전 크다 레 핏 트다 너무 깔끔 잘나다 보기 하다 품질 대하다 신뢰 가다 설명서 아주 쉽다 자세히 되다 궁금 없다 중국 함부로 평가 하다 안 되다 같다 암튼 가격 대비 가성 비다 최고 생각 되다 개인 생각 ^^,1
40671,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",일주일 못쓰다 다른 상품 구매 하다 일단 귀 자꾸 빠지다 겨우 쓰다 오늘 아침 화장실 빠지다 오후 음식 하다 불 위 떨어지다 뻔하다 겨우 살리다 쓰다 고 음량 전 쓰다 제품 약하다 다른 제품 잘 알다 빠지다 귀인 이제 품다 유독 계속 빠지다 비록 큰돈 아깝다,0
